id_pedido,data,produto,categoria,quantidade,preco_unitario,desconto,faturamento,custo,lucro,regiao,canal,forma_pagamento,status
223,2025-08-11,Camiseta,Moda,4,320.01,0.056,1208.36,629.83,578.53,Norte,App,Cartão,Concluído
224,2025-08-12,Chapinha,Beleza,3,159.58,0.059,450.49,271.96,178.53,Centro-Oeste,Marketplace,Boleto,Concluído
225,2025-08-13,Fone Bluetooth,Eletrônicos,2,649.89,0.069,1210.1,582.38,627.72,Nordeste,App,Boleto,Concluído
226,2025-08-14,Fone Bluetooth,Eletrônicos,3,785.3,0.118,2077.9,1174.75,903.15,Centro-Oeste,Site,Boleto,Concluído
227,2025-08-15,Aspirador,Casa,2,561.31,0.134,972.19,579.72,392.47,Norte,App,Boleto,Concluído
228,2025-08-16,Liquidificador,Casa,3,94.96,0.143,244.14,157.63,86.51,Sudeste,Marketplace,Cartão,Concluído
229,2025-08-17,Calça Jeans,Moda,3,266.23,0.118,704.44,517.88,186.56,Norte,Marketplace,Cartão,Concluído
230,2025-08-18,Perfume,Beleza,3,83.02,0.047,237.35,149.58,87.77,Sul,Marketplace,Cartão,Concluído
231,2025-08-19,Cafeteira,Casa,4,222.49,0.103,798.29,537.31,260.98,Sul,Site,Boleto,Concluído
232,2025-08-20,Caixa de Som,Eletrônicos,4,889.06,0.066,3321.53,1999.16,1322.37,Nordeste,Site,Boleto,Concluído
233,2025-08-21,Chapinha,Beleza,1,98.42,0.038,94.68,60.62,34.06,Norte,Site,Boleto,Concluído
234,2025-08-22,Kit Skincare,Beleza,1,244.54,0.126,213.73,100.73,113.0,Nordeste,Site,Cartão,Concluído
235,2025-08-23,Fone Bluetooth,Eletrônicos,2,586.89,0.006,1166.74,614.08,552.66,Nordeste,Site,Boleto,Concluído
236,2025-08-24,Liquidificador,Casa,4,512.55,0.135,1773.42,990.55,782.87,Sul,App,Pix,Concluído
237,2025-08-25,Fone Bluetooth,Eletrônicos,2,538.91,0.069,1003.45,593.79,409.66,Nordeste,Site,Boleto,Cancelado
238,2025-08-26,Chapinha,Beleza,1,44.01,0.096,39.79,18.45,21.34,Sul,Site,Pix,Concluído
239,2025-08-27,Corda,Esportes,2,134.47,0.099,242.31,119.22,123.09,Sudeste,App,Boleto,Cancelado
240,2025-08-28,Bola,Esportes,1,195.67,0.134,169.45,90.32,79.13,Norte,Site,Cartão,Concluído
241,2025-08-29,Camiseta,Moda,4,89.54,0.096,323.78,240.07,83.71,Nordeste,Marketplace,Boleto,Concluído
242,2025-08-30,Caixa de Som,Eletrônicos,3,367.51,0.092,1001.1,550.01,451.09,Sul,Site,Pix,Concluído
243,2025-08-31,Smartwatch,Eletrônicos,4,107.23,0.01,424.63,252.49,172.14,Centro-Oeste,Site,Pix,Concluído
244,2025-09-01,Jaqueta,Moda,2,85.36,0.078,157.4,80.09,77.31,Nordeste,Marketplace,Boleto,Concluído
245,2025-09-02,Calça Jeans,Moda,2,228.62,0.023,446.72,282.88,163.84,Sudeste,Marketplace,Pix,Concluído
246,2025-09-03,Calça Jeans,Moda,4,109.72,0.111,390.16,208.43,181.73,Sudeste,Marketplace,Pix,Concluído
247,2025-09-04,Secador,Beleza,4,272.69,0.077,1006.77,515.56,491.21,Centro-Oeste,Marketplace,Cartão,Cancelado
248,2025-09-05,Teclado,Eletrônicos,1,645.36,0.102,579.53,350.6,228.93,Sul,Site,Boleto,Concluído
249,2025-09-06,Perfume,Beleza,2,368.24,0.006,732.06,330.64,401.42,Nordeste,Marketplace,Boleto,Concluído
250,2025-09-07,Calça Jeans,Moda,2,140.07,0.013,276.5,125.06,151.44,Sul,Marketplace,Boleto,Concluído
251,2025-09-08,Mouse,Eletrônicos,4,217.34,0.107,776.34,400.37,375.97,Sudeste,App,Pix,Concluído
252,2025-09-09,Chapinha,Beleza,3,82.87,0.011,245.88,113.35,132.53,Sul,Marketplace,Boleto,Concluído
253,2025-09-10,Perfume,Beleza,2,300.94,0.011,595.26,287.16,308.1,Sudeste,Marketplace,Boleto,Concluído
254,2025-09-11,Calça Jeans,Moda,3,367.91,0.002,1101.52,607.66,493.86,Sul,App,Cartão,Cancelado
255,2025-09-12,Teclado,Eletrônicos,4,105.9,0.143,363.03,250.77,112.26,Centro-Oeste,App,Cartão,Concluído
256,2025-09-13,Calça Jeans,Moda,4,471.3,0.111,1675.94,1041.79,634.15,Norte,Site,Cartão,Concluído
257,2025-09-14,Caixa de Som,Eletrônicos,1,122.62,0.053,116.12,70.11,46.01,Centro-Oeste,App,Pix,Concluído
258,2025-09-15,Garrafa,Esportes,2,203.21,0.044,388.54,209.05,179.49,Centro-Oeste,Site,Boleto,Concluído
259,2025-09-16,Cafeteira,Casa,3,516.71,0.052,1469.52,1072.05,397.47,Norte,App,Cartão,Concluído
260,2025-09-17,Liquidificador,Casa,1,618.71,0.116,546.94,311.27,235.67,Norte,App,Cartão,Concluído
261,2025-09-18,Jogo de Panelas,Casa,2,519.87,0.099,936.81,446.04,490.77,Nordeste,Site,Cartão,Concluído
262,2025-09-19,Calça Jeans,Moda,1,410.78,0.028,399.28,253.59,145.69,Nordeste,App,Boleto,Concluído
263,2025-09-20,Bola,Esportes,4,138.62,0.026,540.06,261.47,278.59,Centro-Oeste,Site,Boleto,Concluído
264,2025-09-21,Caixa de Som,Eletrônicos,2,748.16,0.015,1473.88,815.89,657.99,Centro-Oeste,App,Boleto,Concluído
265,2025-09-22,Kit Skincare,Beleza,1,72.85,0.099,65.64,39.53,26.11,Sudeste,Marketplace,Pix,Concluído
266,2025-09-23,Mouse,Eletrônicos,1,813.75,0.115,720.17,512.95,207.22,Sudeste,App,Pix,Concluído
267,2025-09-24,Kit Skincare,Beleza,3,264.51,0.04,761.79,455.6,306.19,Nordeste,Site,Cartão,Concluído
268,2025-09-25,Caixa de Som,Eletrônicos,1,750.18,0.003,747.93,494.14,253.79,Nordeste,App,Boleto,Concluído
269,2025-09-26,Bola,Esportes,2,174.74,0.012,345.29,258.22,87.07,Sudeste,Site,Cartão,Concluído
270,2025-09-27,Perfume,Beleza,2,303.87,0.145,519.62,254.33,265.29,Sudeste,Site,Boleto,Concluído
271,2025-09-28,Jaqueta,Moda,3,286.88,0.044,822.77,438.06,384.71,Sul,Marketplace,Boleto,Concluído
272,2025-09-29,Fone Bluetooth,Eletrônicos,2,679.9,0.115,1203.42,683.99,519.43,Sul,Marketplace,Boleto,Concluído
273,2025-09-30,Mouse,Eletrônicos,4,146.94,0.094,532.51,307.02,225.49,Sudeste,Site,Pix,Concluído
274,2025-10-01,Kit Skincare,Beleza,2,64.74,0.057,122.1,70.0,52.1,Sul,App,Pix,Concluído
275,2025-10-02,Camiseta,Moda,2,161.2,0.031,312.41,225.65,86.76,Norte,Site,Boleto,Concluído
276,2025-10-03,Tênis,Moda,1,121.8,0.018,119.61,79.45,40.16,Nordeste,Site,Cartão,Concluído
277,2025-10-04,Garrafa,Esportes,1,308.97,0.092,280.54,177.41,103.13,Nordeste,App,Boleto,Concluído
278,2025-10-05,Jaqueta,Moda,2,148.65,0.116,262.81,142.66,120.15,Sudeste,App,Boleto,Concluído
279,2025-10-06,Calça Jeans,Moda,3,489.14,0.097,1325.08,923.76,401.32,Centro-Oeste,App,Cartão,Concluído
280,2025-10-07,Tênis,Moda,1,201.6,0.08,185.47,136.6,48.87,Sudeste,App,Boleto,Concluído
281,2025-10-08,Liquidificador,Casa,3,184.73,0.006,550.86,383.6,167.26,Sul,Site,Cartão,Concluído
282,2025-10-09,Mochila,Esportes,2,282.7,0.145,483.42,217.77,265.65,Centro-Oeste,Site,Pix,Concluído
283,2025-10-10,Fone Bluetooth,Eletrônicos,2,620.14,0.12,1091.45,699.53,391.92,Sul,Marketplace,Pix,Cancelado
284,2025-10-11,Secador,Beleza,4,244.26,0.044,934.05,434.65,499.4,Norte,Site,Cartão,Concluído
285,2025-10-12,Caixa de Som,Eletrônicos,1,535.4,0.147,456.7,240.81,215.89,Sul,App,Pix,Concluído
286,2025-10-13,Mochila,Esportes,2,260.14,0.09,473.45,221.51,251.94,Norte,Marketplace,Pix,Cancelado
287,2025-10-14,Kit Skincare,Beleza,4,133.67,0.087,488.16,308.1,180.06,Norte,App,Cartão,Concluído
288,2025-10-15,Corda,Esportes,1,348.83,0.112,309.76,203.2,106.56,Sul,Site,Pix,Concluído
289,2025-10-16,Tênis,Moda,2,488.66,0.122,858.09,415.61,442.48,Sul,Marketplace,Boleto,Concluído
290,2025-10-17,Perfume,Beleza,2,306.63,0.098,553.16,312.62,240.54,Norte,App,Boleto,Concluído
291,2025-10-18,Calça Jeans,Moda,1,139.79,0.019,137.13,80.48,56.65,Centro-Oeste,Marketplace,Cartão,Concluído
292,2025-10-19,Caixa de Som,Eletrônicos,1,637.79,0.051,605.26,339.38,265.88,Norte,Marketplace,Pix,Concluído
293,2025-10-20,Mouse,Eletrônicos,1,139.2,0.139,119.85,58.28,61.57,Nordeste,Site,Boleto,Concluído
294,2025-10-21,Kit Skincare,Beleza,2,52.57,0.034,101.57,58.47,43.1,Norte,App,Boleto,Concluído
295,2025-10-22,Chapinha,Beleza,2,145.65,0.056,274.99,185.72,89.27,Centro-Oeste,Marketplace,Pix,Concluído
296,2025-10-23,Garrafa,Esportes,4,178.04,0.065,665.87,313.83,352.04,Nordeste,Marketplace,Pix,Concluído
297,2025-10-24,Bola,Esportes,3,307.85,0.066,862.6,408.92,453.68,Sudeste,App,Boleto,Concluído
298,2025-10-25,Camiseta,Moda,1,377.23,0.092,342.52,190.59,151.93,Sudeste,Marketplace,Boleto,Concluído
299,2025-10-26,Secador,Beleza,2,344.51,0.141,591.87,433.56,158.31,Centro-Oeste,Marketplace,Cartão,Concluído
300,2025-10-27,Teclado,Eletrônicos,2,428.9,0.036,826.92,537.97,288.95,Norte,Marketplace,Cartão,Concluído
301,2025-10-28,Tapete de Yoga,Esportes,1,140.7,0.018,138.17,90.31,47.86,Sul,App,Boleto,Concluído
302,2025-10-29,Tapete de Yoga,Esportes,3,148.73,0.03,432.8,241.75,191.05,Centro-Oeste,App,Cartão,Concluído
303,2025-10-30,Mouse,Eletrônicos,1,889.87,0.133,771.52,484.59,286.93,Nordeste,App,Boleto,Concluído
304,2025-10-31,Bola,Esportes,3,42.83,0.097,116.03,52.57,63.46,Nordeste,App,Boleto,Concluído
305,2025-11-01,Camiseta,Moda,2,440.16,0.043,842.47,539.88,302.59,Sudeste,Site,Cartão,Concluído
306,2025-11-02,Kit Skincare,Beleza,3,277.26,0.122,730.3,528.73,201.57,Nordeste,Marketplace,Cartão,Concluído
307,2025-11-03,Teclado,Eletrônicos,4,439.66,0.129,1531.78,970.8,560.98,Centro-Oeste,App,Pix,Concluído
308,2025-11-04,Secador,Beleza,2,337.36,0.127,589.03,419.45,169.58,Nordeste,Marketplace,Pix,Concluído
309,2025-11-05,Mochila,Esportes,4,185.73,0.138,640.4,427.27,213.13,Centro-Oeste,Marketplace,Pix,Concluído
310,2025-11-06,Bola,Esportes,1,309.5,0.038,297.74,144.75,152.99,Sul,Site,Boleto,Concluído
311,2025-11-07,Mouse,Eletrônicos,1,818.58,0.113,726.08,523.31,202.77,Sudeste,App,Cartão,Concluído
312,2025-11-08,Camiseta,Moda,1,239.77,0.069,223.23,104.9,118.33,Nordeste,App,Boleto,Concluído
313,2025-11-09,Air Fryer,Casa,3,244.4,0.126,640.82,391.02,249.8,Centro-Oeste,Marketplace,Cartão,Concluído
314,2025-11-10,Fone Bluetooth,Eletrônicos,2,565.73,0.109,1008.13,496.65,511.48,Norte,App,Boleto,Cancelado
315,2025-11-11,Liquidificador,Casa,1,644.79,0.116,569.99,258.5,311.49,Sudeste,Marketplace,Pix,Cancelado
316,2025-11-12,Aspirador,Casa,1,202.72,0.098,182.85,105.43,77.42,Sul,Marketplace,Pix,Concluído
317,2025-11-13,Tênis,Moda,2,330.33,0.027,642.82,346.17,296.65,Centro-Oeste,Site,Pix,Concluído
318,2025-11-14,Air Fryer,Casa,1,467.88,0.082,429.51,255.9,173.61,Sul,Site,Boleto,Concluído
319,2025-11-15,Cafeteira,Casa,4,531.86,0.148,1812.58,1129.53,683.05,Sul,Site,Cartão,Concluído
320,2025-11-16,Bolsa,Moda,2,109.21,0.141,187.62,86.89,100.73,Nordeste,Marketplace,Cartão,Concluído
321,2025-11-17,Air Fryer,Casa,2,520.97,0.006,1035.69,504.28,531.41,Nordeste,App,Pix,Cancelado
322,2025-11-18,Aspirador,Casa,2,642.69,0.025,1253.25,774.0,479.25,Centro-Oeste,Site,Pix,Concluído
323,2025-11-19,Liquidificador,Casa,4,183.2,0.02,718.14,397.1,321.04,Norte,App,Pix,Concluído
324,2025-11-20,Teclado,Eletrônicos,2,274.79,0.109,489.68,327.47,162.21,Centro-Oeste,Site,Pix,Concluído
325,2025-11-21,Fone Bluetooth,Eletrônicos,4,876.54,0.123,3074.9,1985.42,1089.48,Norte,Site,Cartão,Cancelado
326,2025-11-22,Caixa de Som,Eletrônicos,2,228.4,0.032,442.18,311.15,131.03,Sul,Marketplace,Boleto,Concluído
327,2025-11-23,Camiseta,Moda,3,434.47,0.076,1204.35,792.16,412.19,Sudeste,Site,Boleto,Concluído
328,2025-11-24,Corda,Esportes,1,187.53,0.126,163.9,94.89,69.01,Centro-Oeste,Site,Boleto,Concluído
329,2025-11-25,Liquidificador,Casa,3,225.76,0.11,602.78,392.95,209.83,Centro-Oeste,Marketplace,Boleto,Concluído
330,2025-11-26,Air Fryer,Casa,1,618.57,0.081,568.47,302.78,265.69,Norte,App,Pix,Concluído
331,2025-11-27,Bolsa,Moda,4,250.39,0.089,912.42,494.43,417.99,Sul,Site,Pix,Cancelado
332,2025-11-28,Jogo de Panelas,Casa,3,394.33,0.076,1093.08,750.61,342.47,Sul,Marketplace,Pix,Concluído
333,2025-11-29,Smartwatch,Eletrônicos,2,374.57,0.045,715.43,417.76,297.67,Norte,Site,Boleto,Concluído
334,2025-11-30,Mochila,Esportes,1,219.74,0.085,201.06,138.63,62.43,Sul,Marketplace,Pix,Concluído
335,2025-12-01,Hidratante,Beleza,1,107.04,0.103,96.01,66.89,29.12,Nordeste,App,Pix,Concluído
336,2025-12-02,Aspirador,Casa,3,316.38,0.131,824.8,583.36,241.44,Sudeste,App,Cartão,Concluído
337,2025-12-03,Smartwatch,Eletrônicos,4,874.92,0.095,3167.21,2296.2,871.01,Centro-Oeste,Marketplace,Cartão,Concluído
338,2025-12-04,Kit Skincare,Beleza,3,145.83,0.114,387.62,224.55,163.07,Sudeste,Marketplace,Pix,Concluído
339,2025-12-05,Tapete de Yoga,Esportes,4,240.16,0.024,937.58,511.6,425.98,Centro-Oeste,Marketplace,Cartão,Concluído
340,2025-12-06,Secador,Beleza,4,173.33,0.069,645.48,403.21,242.27,Nordeste,App,Cartão,Concluído
341,2025-12-07,Caixa de Som,Eletrônicos,1,714.25,0.001,713.54,400.55,312.99,Sul,Site,Pix,Concluído
342,2025-12-08,Hidratante,Beleza,3,93.66,0.037,270.58,170.55,100.03,Norte,App,Pix,Concluído
343,2025-12-09,Tênis,Moda,3,486.42,0.109,1300.2,860.31,439.89,Nordeste,Marketplace,Pix,Concluído
344,2025-12-10,Perfume,Beleza,4,226.05,0.149,769.47,505.17,264.3,Sudeste,Marketplace,Pix,Concluído
345,2025-12-11,Cafeteira,Casa,3,218.71,0.015,646.29,363.45,282.84,Norte,App,Boleto,Concluído
346,2025-12-12,Cafeteira,Casa,2,116.3,0.06,218.64,109.33,109.31,Sul,Marketplace,Boleto,Concluído
347,2025-12-13,Bolsa,Moda,2,126.39,0.12,222.45,128.83,93.62,Nordeste,App,Pix,Concluído
348,2025-12-14,Teclado,Eletrônicos,3,506.21,0.031,1471.55,725.15,746.4,Norte,Marketplace,Cartão,Concluído
349,2025-12-15,Air Fryer,Casa,3,282.31,0.083,776.63,556.87,219.76,Nordeste,Site,Pix,Concluído
350,2025-12-16,Tapete de Yoga,Esportes,4,295.24,0.11,1051.05,582.03,469.02,Nordeste,Site,Pix,Concluído
351,2025-12-17,Jogo de Panelas,Casa,2,341.46,0.092,620.09,307.77,312.32,Sul,Marketplace,Cartão,Concluído
352,2025-12-18,Cafeteira,Casa,2,226.69,0.028,440.69,201.67,239.02,Centro-Oeste,App,Boleto,Concluído
353,2025-12-19,Mouse,Eletrônicos,1,586.06,0.053,555.0,357.28,197.72,Norte,Site,Pix,Cancelado
354,2025-12-20,Kit Skincare,Beleza,4,329.78,0.118,1163.46,745.86,417.6,Sul,App,Pix,Concluído
355,2025-12-21,Aspirador,Casa,1,175.24,0.083,160.7,88.74,71.96,Nordeste,Marketplace,Boleto,Concluído
356,2025-12-22,Bolsa,Moda,2,125.43,0.001,250.61,118.17,132.44,Sul,App,Boleto,Concluído
357,2025-12-23,Secador,Beleza,4,55.04,0.114,195.06,111.75,83.31,Centro-Oeste,Site,Cartão,Cancelado
358,2025-12-24,Corda,Esportes,3,265.65,0.005,792.97,430.87,362.1,Norte,App,Boleto,Concluído
359,2025-12-25,Fone Bluetooth,Eletrônicos,4,624.32,0.112,2217.58,1448.38,769.2,Centro-Oeste,App,Boleto,Concluído
360,2025-12-26,Tapete de Yoga,Esportes,3,181.88,0.03,529.27,334.36,194.91,Sudeste,Marketplace,Boleto,Concluído
361,2025-12-27,Perfume,Beleza,3,386.11,0.144,991.53,554.64,436.89,Norte,Marketplace,Cartão,Concluído
362,2025-12-28,Kit Skincare,Beleza,4,370.32,0.055,1399.81,721.42,678.39,Centro-Oeste,Marketplace,Boleto,Concluído
363,2025-12-29,Secador,Beleza,3,280.0,0.049,798.84,596.26,202.58,Nordeste,Site,Boleto,Concluído
364,2025-12-30,Garrafa,Esportes,1,307.85,0.022,301.08,176.49,124.59,Norte,Site,Cartão,Concluído
365,2025-12-31,Secador,Beleza,2,124.39,0.046,237.34,155.81,81.53,Norte,Marketplace,Boleto,Concluído
366,2026-01-01,Bola,Esportes,3,65.81,0.131,171.57,84.44,87.13,Sul,Marketplace,Boleto,Concluído
367,2026-01-02,Chapinha,Beleza,1,150.6,0.149,128.16,76.34,51.82,Nordeste,Site,Cartão,Concluído
368,2026-01-03,Jaqueta,Moda,3,75.69,0.055,214.58,98.33,116.25,Sudeste,Site,Pix,Concluído
369,2026-01-04,Kit Skincare,Beleza,2,257.78,0.067,481.02,289.4,191.62,Centro-Oeste,Site,Cartão,Concluído
370,2026-01-05,Corda,Esportes,1,329.71,0.108,294.1,217.4,76.7,Sul,Site,Boleto,Concluído
371,2026-01-06,Jogo de Panelas,Casa,2,94.79,0.133,164.37,92.91,71.46,Centro-Oeste,Marketplace,Boleto,Cancelado
372,2026-01-07,Chapinha,Beleza,2,90.07,0.089,164.11,75.77,88.34,Sudeste,Site,Boleto,Concluído
373,2026-01-08,Air Fryer,Casa,1,354.89,0.059,333.95,153.38,180.57,Sudeste,Marketplace,Cartão,Concluído
374,2026-01-09,Bolsa,Moda,1,470.24,0.062,441.09,249.83,191.26,Norte,App,Boleto,Concluído
375,2026-01-10,Fone Bluetooth,Eletrônicos,1,339.25,0.104,303.97,151.38,152.59,Sudeste,App,Boleto,Concluído
376,2026-01-11,Bolsa,Moda,4,278.26,0.0,1113.04,508.67,604.37,Centro-Oeste,Site,Cartão,Concluído
377,2026-01-12,Perfume,Beleza,1,57.04,0.093,51.74,35.02,16.72,Nordeste,App,Pix,Concluído
378,2026-01-13,Liquidificador,Casa,1,163.46,0.053,154.8,90.95,63.85,Nordeste,App,Pix,Concluído
379,2026-01-14,Cafeteira,Casa,1,691.58,0.119,609.28,327.05,282.23,Norte,App,Boleto,Concluído
380,2026-01-15,Tapete de Yoga,Esportes,1,338.84,0.014,334.1,240.56,93.54,Centro-Oeste,Site,Cartão,Concluído
381,2026-01-16,Aspirador,Casa,3,73.11,0.088,200.03,96.98,103.05,Centro-Oeste,Site,Boleto,Concluído
382,2026-01-17,Bola,Esportes,4,334.58,0.072,1241.96,915.05,326.91,Sudeste,App,Cartão,Concluído
383,2026-01-18,Teclado,Eletrônicos,2,604.08,0.096,1092.18,594.35,497.83,Centro-Oeste,Marketplace,Cartão,Concluído
384,2026-01-19,Secador,Beleza,1,395.85,0.01,391.89,280.8,111.09,Sul,App,Pix,Concluído
385,2026-01-20,Mochila,Esportes,3,175.52,0.087,480.75,303.3,177.45,Sudeste,Site,Pix,Concluído
386,2026-01-21,Smartwatch,Eletrônicos,3,502.79,0.084,1381.67,964.42,417.25,Sul,Site,Cartão,Cancelado
387,2026-01-22,Liquidificador,Casa,3,377.97,0.084,1038.66,774.01,264.65,Norte,Site,Boleto,Concluído
388,2026-01-23,Cafeteira,Casa,2,490.12,0.091,891.04,478.06,412.98,Nordeste,App,Pix,Concluído
389,2026-01-24,Smartwatch,Eletrônicos,1,194.51,0.101,174.86,129.11,45.75,Norte,Marketplace,Boleto,Concluído
390,2026-01-25,Aspirador,Casa,4,88.88,0.121,312.5,177.14,135.36,Nordeste,Site,Pix,Concluído
391,2026-01-26,Smartwatch,Eletrônicos,4,332.5,0.04,1276.8,722.23,554.57,Norte,Site,Pix,Concluído
392,2026-01-27,Bola,Esportes,3,255.5,0.124,671.45,370.72,300.73,Centro-Oeste,App,Boleto,Concluído
393,2026-01-28,Garrafa,Esportes,2,94.59,0.075,174.99,107.17,67.82,Sul,Marketplace,Pix,Concluído
394,2026-01-29,Mouse,Eletrônicos,2,632.21,0.012,1249.25,619.93,629.32,Nordeste,App,Pix,Concluído
395,2026-01-30,Mochila,Esportes,2,340.37,0.009,674.61,415.64,258.97,Sudeste,Site,Boleto,Concluído
396,2026-01-31,Bola,Esportes,4,60.05,0.05,228.19,139.77,88.42,Sul,Marketplace,Pix,Concluído
397,2026-02-01,Mochila,Esportes,3,245.23,0.118,648.88,440.31,208.57,Sudeste,Marketplace,Pix,Concluído
398,2026-02-02,Tênis,Moda,1,249.69,0.106,223.22,156.28,66.94,Sul,Site,Pix,Concluído
399,2026-02-03,Perfume,Beleza,4,395.94,0.118,1396.88,813.17,583.71,Sul,Marketplace,Boleto,Concluído
400,2026-02-04,Jogo de Panelas,Casa,3,181.6,0.078,502.31,271.6,230.71,Norte,Marketplace,Cartão,Concluído
401,2026-02-05,Calça Jeans,Moda,3,361.68,0.066,1013.43,534.89,478.54,Nordeste,App,Boleto,Concluído
402,2026-02-06,Mochila,Esportes,1,298.2,0.022,291.64,148.27,143.37,Nordeste,Site,Cartão,Concluído
403,2026-02-07,Caixa de Som,Eletrônicos,1,854.58,0.049,812.71,379.77,432.94,Sul,Site,Pix,Concluído
404,2026-02-08,Corda,Esportes,1,248.64,0.065,232.48,128.5,103.98,Centro-Oeste,Site,Cartão,Concluído
405,2026-02-09,Chapinha,Beleza,2,243.84,0.013,481.34,255.63,225.71,Centro-Oeste,Site,Boleto,Concluído
406,2026-02-10,Garrafa,Esportes,1,227.71,0.033,220.2,162.93,57.27,Sudeste,Site,Boleto,Concluído
407,2026-02-11,Caixa de Som,Eletrônicos,3,792.5,0.09,2163.52,1335.57,827.95,Sudeste,Marketplace,Pix,Concluído
408,2026-02-12,Secador,Beleza,1,273.95,0.11,243.82,135.12,108.7,Norte,App,Cartão,Concluído
409,2026-02-13,Mochila,Esportes,3,39.72,0.15,101.29,63.22,38.07,Sul,Site,Pix,Concluído
410,2026-02-14,Kit Skincare,Beleza,4,421.69,0.14,1450.61,713.35,737.26,Sudeste,App,Pix,Concluído
411,2026-02-15,Aspirador,Casa,2,504.4,0.096,911.96,531.87,380.09,Sudeste,App,Boleto,Concluído
412,2026-02-16,Jogo de Panelas,Casa,4,496.2,0.063,1859.76,1186.29,673.47,Sul,Marketplace,Cartão,Concluído
413,2026-02-17,Tapete de Yoga,Esportes,4,99.02,0.095,358.45,213.88,144.57,Norte,Site,Cartão,Concluído
414,2026-02-18,Perfume,Beleza,3,310.14,0.118,820.63,468.2,352.43,Sudeste,Marketplace,Cartão,Concluído
415,2026-02-19,Mouse,Eletrônicos,4,402.97,0.018,1582.87,1184.23,398.64,Norte,Site,Cartão,Concluído
416,2026-02-20,Bola,Esportes,3,238.39,0.061,671.54,479.54,192.0,Nordeste,Marketplace,Pix,Concluído
417,2026-02-21,Jogo de Panelas,Casa,1,137.15,0.126,119.87,76.36,43.51,Norte,App,Pix,Concluído
418,2026-02-22,Air Fryer,Casa,1,484.44,0.058,456.34,283.3,173.04,Centro-Oeste,Site,Boleto,Concluído
419,2026-02-23,Bola,Esportes,3,349.81,0.086,959.18,610.23,348.95,Centro-Oeste,App,Pix,Concluído
420,2026-02-24,Chapinha,Beleza,1,59.77,0.088,54.51,27.82,26.69,Norte,App,Pix,Concluído
421,2026-02-25,Jogo de Panelas,Casa,2,685.62,0.028,1332.85,757.78,575.07,Centro-Oeste,Marketplace,Boleto,Concluído
422,2026-02-26,Hidratante,Beleza,4,206.83,0.054,782.64,361.45,421.19,Nordeste,Site,Boleto,Concluído
423,2026-02-27,Cafeteira,Casa,2,618.57,0.05,1175.28,696.55,478.73,Sul,App,Boleto,Concluído
424,2026-02-28,Cafeteira,Casa,4,562.9,0.004,2242.59,1374.5,868.09,Centro-Oeste,Marketplace,Pix,Concluído
425,2026-03-01,Calça Jeans,Moda,1,305.16,0.004,303.94,157.54,146.4,Centro-Oeste,Site,Pix,Concluído
426,2026-03-02,Jogo de Panelas,Casa,2,535.22,0.125,936.64,692.37,244.27,Norte,Site,Boleto,Concluído
427,2026-03-03,Smartwatch,Eletrônicos,1,800.38,0.041,767.56,554.82,212.74,Nordeste,App,Boleto,Concluído
428,2026-03-04,Corda,Esportes,4,159.32,0.078,587.57,391.7,195.87,Sul,Site,Boleto,Concluído
429,2026-03-05,Mochila,Esportes,3,134.65,0.045,385.77,235.33,150.44,Norte,App,Pix,Concluído
430,2026-03-06,Hidratante,Beleza,3,313.71,0.141,808.43,574.79,233.64,Norte,Site,Pix,Concluído
431,2026-03-07,Liquidificador,Casa,2,578.94,0.039,1112.72,544.34,568.38,Nordeste,Marketplace,Cartão,Concluído
432,2026-03-08,Fone Bluetooth,Eletrônicos,1,705.07,0.064,659.95,453.49,206.46,Sul,App,Pix,Concluído
433,2026-03-09,Kit Skincare,Beleza,1,367.1,0.131,319.01,155.5,163.51,Nordeste,App,Pix,Concluído
434,2026-03-10,Calça Jeans,Moda,2,246.01,0.126,430.03,295.97,134.06,Sul,Site,Pix,Cancelado
435,2026-03-11,Hidratante,Beleza,3,375.31,0.028,1094.4,583.02,511.38,Nordeste,Site,Boleto,Concluído
436,2026-03-12,Perfume,Beleza,4,89.29,0.12,314.3,224.14,90.16,Norte,App,Pix,Cancelado
437,2026-03-13,Air Fryer,Casa,2,413.03,0.069,769.06,563.88,205.18,Norte,Site,Boleto,Cancelado
438,2026-03-14,Tênis,Moda,4,52.59,0.072,195.21,96.56,98.65,Sudeste,Marketplace,Cartão,Concluído
439,2026-03-15,Perfume,Beleza,3,173.08,0.02,508.86,299.62,209.24,Centro-Oeste,Site,Cartão,Concluído
440,2026-03-16,Fone Bluetooth,Eletrônicos,1,380.5,0.012,375.93,279.8,96.13,Nordeste,Marketplace,Boleto,Concluído
441,2026-03-17,Smartwatch,Eletrônicos,3,404.86,0.109,1082.19,643.93,438.26,Sudeste,Marketplace,Boleto,Concluído
442,2026-03-18,Bola,Esportes,2,252.55,0.074,467.72,331.64,136.08,Centro-Oeste,Marketplace,Boleto,Concluído
443,2026-03-19,Calça Jeans,Moda,1,224.85,0.066,210.01,131.6,78.41,Nordeste,Marketplace,Pix,Concluído
444,2026-03-20,Calça Jeans,Moda,2,251.91,0.109,448.9,252.55,196.35,Sul,Marketplace,Cartão,Concluído
445,2026-03-21,Tapete de Yoga,Esportes,2,106.01,0.115,187.64,100.53,87.11,Centro-Oeste,Site,Boleto,Concluído
